Data;CAlg;Subp;Num.Trcs;Num.Act;Num.Evt;DAlg;Fitn;Prec;Gen;Size;NumTrans;ACD;CFC;CNC;Density;Time.HierAct;Time.Hierlog;Time.Dalg;Time.quality;t/o fit;t/o gen
Kidney17;DK;_Medische verrichtingen_Therapieen_Ther.hart-vaatst_Hartreval-intakemodule-zkh;2;1;2;IMf;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;217;false;false;
Kidney17;DK;_Medische verrichtingen_Therapieen_Ther.hart-vaatst_Hartreval-intakemodule-zkh;2;1;2;IM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;285;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.nier-urineweg_Op.nier-urineweg;10;2;14;SM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;6;401;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.nier-urineweg_Op.nier-urineweg;10;2;14;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;303;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.nier-urineweg_Op.nier-urineweg;10;2;14;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;559;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.nier-urineweg_Niertransplantatie;6;2;7;SM;1.0;1.0;0.912280701754386;6;2;2.5;3;1.0;0.2;2594;29081;5;314;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.nier-urineweg_Niertransplantatie;6;2;7;IMf;1.0;1.0;0.9751243781094527;6;2;2.5;3;1.0;0.2;2594;29081;0;255;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.nier-urineweg_Niertransplantatie;6;2;7;IM;1.0;1.0;0.912280701754386;6;2;2.5;3;1.0;0.2;2594;29081;0;277;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.luchtwegen_Op.luchtwegen;1;2;2;SM;1.0;1.0;NaN;5;2;NaN;0;0.8;0.2;2594;29081;2;47;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.luchtwegen_Op.luchtwegen;1;2;2;IMf;1.0;1.0;NaN;5;2;NaN;0;0.8;0.2;2594;29081;0;43;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.luchtwegen_Op.luchtwegen;1;2;2;IM;1.0;1.0;NaN;5;2;NaN;0;0.8;0.2;2594;29081;0;40;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.bloed-lymfst._Op.bloed-lymfst.;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;42;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.bloed-lymfst._Op.bloed-lymfst.;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;44;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.bloed-lymfst._Op.bloed-lymfst.;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;34;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.tr.digestivus_Op.tr.digestivus laparoscopie;4;2;5;SM;1.0;1.0;0.9612403100775193;6;2;2.5;3;1.0;0.2;2594;29081;5;325;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.tr.digestivus_Op.tr.digestivus laparoscopie;4;2;5;IMf;1.0;1.0;0.9612403100775193;6;2;2.5;3;1.0;0.2;2594;29081;0;405;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.tr.digestivus_Op.tr.digestivus laparoscopie;4;2;5;IM;1.0;1.0;0.9612403100775193;6;2;2.5;3;1.0;0.2;2594;29081;0;336;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.tr.digestivus_Op.tr.digestivus;5;2;7;SM;1.0;1.0;0.9583333333333334;6;2;2.5;3;1.0;0.2;2594;29081;5;373;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.tr.digestivus_Op.tr.digestivus;5;2;7;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;299;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.tr.digestivus_Op.tr.digestivus;5;2;7;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;367;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.tr.digestivus_Op.tr.digestivus endotechniek;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;43;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.tr.digestivus_Op.tr.digestivus endotechniek;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;38;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.tr.digestivus_Op.tr.digestivus endotechniek;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;42;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.botspierstel._Op.botspierstel.;2;2;3;SM;1.0;1.0;0.805921052631579;6;2;2.5;3;1.0;0.2;2594;29081;6;270;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.botspierstel._Op.botspierstel.;2;2;3;IMf;1.0;1.0;0.805921052631579;6;2;2.5;3;1.0;0.2;2594;29081;0;256;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.botspierstel._Op.botspierstel.;2;2;3;IM;1.0;1.0;0.805921052631579;6;2;2.5;3;1.0;0.2;2594;29081;0;305;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._Op.hartvaatstel.;11;2;15;SM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;5;308;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._Op.hartvaatstel.;11;2;15;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;286;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._Op.hartvaatstel.;11;2;15;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;303;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._AAA;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;47;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._AAA;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;55;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._AAA;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;41;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._CABG;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;2;36;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._CABG;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;59;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._CABG;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;50;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._Hartkleppen;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;41;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._Hartkleppen;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;38;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.hartvaatstel._Hartkleppen;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;61;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.huid/subcutis_Op.huid/subcutis;9;2;15;SM;0.9259259259259259;1.0;0.971675611210495;5;2;NaN;0;0.8;0.2;2594;29081;3;288;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.huid/subcutis_Op.huid/subcutis;9;2;15;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;301;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.huid/subcutis_Op.huid/subcutis;9;2;15;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;294;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Ov oper.ingreep_Ov oper.ingreep;7;1;7;SM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;357;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Ov oper.ingreep_Ov oper.ingreep;7;1;7;IMf;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;289;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Ov oper.ingreep_Ov oper.ingreep;7;1;7;IM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;419;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.ogen_Op.ogen;1;2;2;SM;1.0;1.0;NaN;5;2;NaN;0;0.8;0.2;2594;29081;2;46;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.ogen_Op.ogen;1;2;2;IMf;1.0;1.0;NaN;5;2;NaN;0;0.8;0.2;2594;29081;0;52;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.ogen_Op.ogen;1;2;2;IM;1.0;1.0;NaN;5;2;NaN;0;0.8;0.2;2594;29081;0;49;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.ogen_Cataract;2;2;4;SM;1.0;1.0;1.0;5;2;NaN;0;0.8;0.2;2594;29081;2;231;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.ogen_Cataract;2;2;4;IMf;1.0;1.0;1.0;5;2;NaN;0;0.8;0.2;2594;29081;0;255;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.ogen_Cataract;2;2;4;IM;1.0;1.0;1.0;5;2;NaN;0;0.8;0.2;2594;29081;0;282;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.mamma_Op.mamma;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;44;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.mamma_Op.mamma;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;45;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties_Op.mamma_Op.mamma;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;42;false;false;
Kidney17;DK;_Medische verrichtingen_Radiologie_Ander fys.diagn._Doppler;23;2;26;SM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;5;403;false;false;
Kidney17;DK;_Medische verrichtingen_Radiologie_Ander fys.diagn._Doppler;23;2;26;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;269;false;false;
Kidney17;DK;_Medische verrichtingen_Radiologie_Ander fys.diagn._Doppler;23;2;26;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;282;false;false;
Kidney17;DK;_Medische verrichtingen_Radiologie_Ander fys.diagn._Echografie;2;1;2;SM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;178;false;false;
Kidney17;DK;_Medische verrichtingen_Radiologie_Ander fys.diagn._Echografie;2;1;2;IMf;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;146;false;false;
Kidney17;DK;_Medische verrichtingen_Radiologie_Ander fys.diagn._Echografie;2;1;2;IM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;170;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Echo_Echo verrichting 20;72;2;96;SM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;6;308;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Echo_Echo verrichting 20;72;2;96;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;1;260;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Echo_Echo verrichting 20;72;2;96;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;1;248;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Echo_Echo interventies 30;7;1;7;SM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;228;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Echo_Echo interventies 30;7;1;7;IMf;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;321;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Echo_Echo interventies 30;7;1;7;IM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;285;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Algemene verricht. Ro._Alg.verr. zonder contrast kli-10;89;2;152;SM;0.9350811485642946;1.0;0.9665810208975675;5;2;NaN;0;0.8;0.2;2594;29081;2;312;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Algemene verricht. Ro._Alg.verr. zonder contrast kli-10;89;2;152;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;1;306;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Algemene verricht. Ro._Alg.verr. zonder contrast kli-10;89;2;152;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;1;317;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Algemene verricht. Ro._Alg.verr. met contrast 30;6;2;7;SM;1.0;1.0;0.912280701754386;6;2;2.5;3;1.0;0.2;2594;29081;6;257;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Algemene verricht. Ro._Alg.verr. met contrast 30;6;2;7;IMf;1.0;1.0;0.9751243781094527;6;2;2.5;3;1.0;0.2;2594;29081;0;226;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Algemene verricht. Ro._Alg.verr. met contrast 30;6;2;7;IM;1.0;1.0;0.912280701754386;6;2;2.5;3;1.0;0.2;2594;29081;0;266;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_MRI_MRI verrichting 45;17;2;19;SM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;4;258;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_MRI_MRI verrichting 45;17;2;19;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;269;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_MRI_MRI verrichting 45;17;2;19;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;364;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_MRI_MRI spectroscopie 90;5;1;5;SM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;2;309;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_MRI_MRI spectroscopie 90;5;1;5;IMf;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;357;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_MRI_MRI spectroscopie 90;5;1;5;IM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;292;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_CT_CT-diagnostiek 20;31;2;47;SM;0.89247311827957;1.0;0.9459020489755122;5;2;NaN;0;0.8;0.2;2594;29081;2;279;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_CT_CT-diagnostiek 20;31;2;47;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;307;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_CT_CT-diagnostiek 20;31;2;47;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;412;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Dexa_Dexa 15;6;2;12;SM;1.0;1.0;1.0;5;2;NaN;0;0.8;0.2;2594;29081;2;326;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Dexa_Dexa 15;6;2;12;IMf;1.0;1.0;1.0;5;2;NaN;0;0.8;0.2;2594;29081;0;301;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Dexa_Dexa 15;6;2;12;IM;1.0;1.0;1.0;5;2;NaN;0;0.8;0.2;2594;29081;0;274;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Doorlichting op OK_Doorlichting op OK 120;3;2;6;SM;1.0;1.0;1.0;5;2;NaN;0;0.8;0.2;2594;29081;1;289;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Doorlichting op OK_Doorlichting op OK 120;3;2;6;IMf;1.0;1.0;1.0;5;2;NaN;0;0.8;0.2;2594;29081;0;250;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Doorlichting op OK_Doorlichting op OK 120;3;2;6;IM;1.0;1.0;1.0;5;2;NaN;0;0.8;0.2;2594;29081;0;256;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Doorlichting op OK_Doorlichting op OK 30;2;1;2;SM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;281;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Doorlichting op OK_Doorlichting op OK 30;2;1;2;IMf;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;237;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Doorlichting op OK_Doorlichting op OK 30;2;1;2;IM;1.0;1.0;1.0;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;258;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische diagnostiek 45;7;2;8;SM;1.0;1.0;0.9816849816849818;6;2;2.5;3;1.0;0.2;2594;29081;5;310;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische diagnostiek 45;7;2;8;IMf;1.0;1.0;0.9816849816849818;6;2;2.5;3;1.0;0.2;2594;29081;0;293;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische diagnostiek 45;7;2;8;IM;1.0;1.0;0.9612403100775193;6;2;2.5;3;1.0;0.2;2594;29081;0;299;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische interventies 60;3;3;4;SM;1.0;1.0;0.523391812865497;7;3;2.6666666666666665;4;1.1428571428571428;0.19047619047619047;2594;29081;7;291;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische interventies 60;3;3;4;IMf;1.0;1.0;0.523391812865497;7;3;2.6666666666666665;4;1.1428571428571428;0.19047619047619047;2594;29081;0;259;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische interventies 60;3;3;4;IM;1.0;1.0;0.523391812865497;7;3;2.6666666666666665;4;1.1428571428571428;0.19047619047619047;2594;29081;0;290;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische interventies 90;8;2;9;SM;1.0;1.0;0.9816849816849818;6;2;2.5;3;1.0;0.2;2594;29081;13;305;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische interventies 90;8;2;9;IMf;1.0;1.0;0.9855072463768115;6;2;2.5;3;1.0;0.2;2594;29081;0;252;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische interventies 90;8;2;9;IM;1.0;1.0;0.9751243781094527;6;2;2.5;3;1.0;0.2;2594;29081;0;325;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische diagnostiek 15;14;2;23;SM;0.9206349206349207;1.0;0.9607843137254902;5;2;NaN;0;0.8;0.2;2594;29081;2;194;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische diagnostiek 15;14;2;23;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;243;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische diagnostiek 15;14;2;23;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;210;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische diagnostiek 30;4;2;6;SM;1.0;1.0;0.9583333333333334;6;2;2.5;3;1.0;0.2;2594;29081;4;348;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische diagnostiek 30;4;2;6;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;216;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Angiografie_Angiografische diagnostiek 30;4;2;6;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;279;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Mammografie_Mammografische verr. 25;4;2;5;SM;1.0;1.0;0.912280701754386;6;2;2.5;3;1.0;0.2;2594;29081;3;293;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Mammografie_Mammografische verr. 25;4;2;5;IMf;1.0;1.0;0.9612403100775193;6;2;2.5;3;1.0;0.2;2594;29081;0;362;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Mammografie_Mammografische verr. 25;4;2;5;IM;1.0;1.0;0.912280701754386;6;2;2.5;3;1.0;0.2;2594;29081;0;306;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Mammografie_Mammografische Interventie 45;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;40;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Mammografie_Mammografische Interventie 45;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;39;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek_Mammografie_Mammografische Interventie 45;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;34;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk._Technetium verr._TC plus;13;2;25;SM;0.9829059829059829;1.0;0.9946236559139785;5;2;NaN;0;0.8;0.2;2594;29081;2;338;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk._Technetium verr._TC plus;13;2;25;IMf;0.9829059829059829;1.0;0.9871794871794872;5;2;NaN;0;0.8;0.2;2594;29081;0;275;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk._Technetium verr._TC plus;13;2;25;IM;1.0;1.0;0.9871794871794872;6;2;2.5;3;1.0;0.2;2594;29081;0;253;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk._Technetium verr._TC standaard;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;32;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk._Technetium verr._TC standaard;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;31;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk._Technetium verr._TC standaard;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;30;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk._Fdg-verrichting_Fdgext statisch;7;2;8;SM;1.0;1.0;0.9816849816849818;6;2;2.5;3;1.0;0.2;2594;29081;3;199;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk._Fdg-verrichting_Fdgext statisch;7;2;8;IMf;1.0;1.0;0.9816849816849818;6;2;2.5;3;1.0;0.2;2594;29081;0;209;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk._Fdg-verrichting_Fdgext statisch;7;2;8;IM;1.0;1.0;0.9751243781094527;6;2;2.5;3;1.0;0.2;2594;29081;0;261;false;false;
Kidney17;DK;_Andere ziekenhuis functies_Gipskamer_Technieken alg._Controle;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;1;43;false;false;
Kidney17;DK;_Andere ziekenhuis functies_Gipskamer_Technieken alg._Controle;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;39;false;false;
Kidney17;DK;_Andere ziekenhuis functies_Gipskamer_Technieken alg._Controle;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;37;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Klin.chem.lab._POCT/TO_Glucose POCT;55;2;2688;SM;0.9971590909090909;0.7359206660137121;0.8246769047924344;9;2;2.5;5;1.1111111111111112;0.1388888888888889;2594;29081;15;15494;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Klin.chem.lab._POCT/TO_Glucose POCT;55;2;2688;IMf;0.9948051948051949;0.8655029768664113;0.897860142396019;9;2;2.6666666666666665;4;1.1111111111111112;0.1388888888888889;2594;29081;23;15691;false;false;
